Date,Close,High,Low,Open,Volume
2013-01-21,-0.9463015886637088,-0.9653613875147478,-0.9301718631974021,-0.960535065639354,-0.32337930285590183
2013-01-22,-0.9570579364173236,-0.9631498303923856,-0.9380833247390676,-0.9623269608873045,-0.3316320990335541
2013-01-23,-0.9552122240915105,-0.9731738571666306,-0.9443063713128687,-0.9710622353936184,-0.29688348354870236
2013-01-24,-0.9663345132937943,-0.9746058609915228,-0.9485836264184022,-0.9731900426463725,-0.08752307525247041
2013-01-25,-0.9487360704795461,-0.9697529591404994,-0.9464610161951297,-0.9801335781428777,-0.2508415680312738
2013-01-28,-0.9486883660104415,-0.9672548769472712,-0.9313618565592398,-0.9617029457490786,-0.40069497230969703
2013-01-29,-0.9566124357237636,-0.9598084881343039,-0.9374561363665183,-0.9672704919310225,-0.20740579867520903
2013-01-30,-0.9547507183154822,-0.9724895532555168,-0.9369095057393664,-0.9671745617119764,-0.3524812683244652
2013-01-31,-0.9614336948863335,-0.9769129782649602,-0.9430199599087813,-0.9733661230321464,-0.1600608100770985
2013-02-01,-0.9728425216815453,-0.9785357916272837,-0.9565111052895621,-0.9748699151466746,-0.20002171788467804
2013-02-04,-0.9765499514156398,-0.9831341771734923,-0.9571382936621116,-0.9799095326475807,-0.27646867195135194
2013-02-05,-0.9862084748232478,-1.0048210484673317,-0.96818538300124,-1.0045476626520105,-0.3003583450971875
2013-02-06,-0.9854764365367596,-0.9982816264866013,-0.9661753651823536,-0.9917967554259456,-0.20653708328808773
2013-02-07,-0.9919685952311924,-1.0022275615053877,-0.9743922552129046,-1.0083073772955435,-0.20740579867520903
2013-02-08,-1.0032022984541538,-1.010119431542961,-0.9885267633283712,-1.0106592300435948,-0.055380605928982515
2013-02-11,-1.0050003063108623,-1.019523016555835,-0.9899899934874637,-1.0135551040012862,-0.36203713758279943
2013-02-12,-0.9971557958424312,-1.0184092358031411,-0.9876261811259248,-1.0217783861170224,-0.2716907373221848
2013-02-13,-0.9938301572503238,-1.005091569155172,-0.9758876770636278,-1.006163633752329,-0.2725594527093061
2013-02-14,-1.00528668851464,-1.0144154430176373,-0.98823735216898,-1.0093472983671592,-0.26734716038657835
2013-02-15,-1.0083259449029698,-1.0272239216736172,-0.9980944481462709,-1.0295857622993692,-0.3485720490824194
2013-02-18,-1.0048888922901846,-1.0237076188787702,-0.9901990039340995,-1.0236023101840357,-0.3954826799869693
2013-02-19,-0.9916820576382644,-1.0120766277428677,-0.9886875647538822,-1.019906496940486,-0.45325225323053536
2013-02-20,-0.990616088068044,-1.0046142345468747,-0.9711924010648226,-0.9987562272129111,-0.3038332066456727
2013-02-21,-1.0195119436568265,-1.0204776857724298,-1.0011496752309783,-1.0168828201828275,-0.1995873601911174
2013-02-22,-1.020132567922637,-1.0355455793174893,-1.0039154911562946,-1.039824985158353,-0.21001194483657293
2013-02-25,-1.0187163512079156,-1.0340817221089054,-1.0073887391342735,-1.0293939018612768,-0.3485720490824194
2013-02-26,-1.0484396540213954,-1.0466673824614026,-1.0319591655458136,-1.0397131186488462,-0.20827451406233033
2013-02-27,-1.0371263915535431,-1.0532386578258248,-1.031605371003161,-1.0567997905471471,-0.13095884460853513
2013-02-28,-1.0701753329591304,-1.0431510796665557,-1.0566261670322452,-1.040976928977617,0.5627103920078185
2013-03-01,-1.0616941931424204,-1.0782987247614375,-1.0540533442240705,-1.0831816944518624,-0.13399934846345965
2013-03-04,-1.0684408792648445,-1.0870340102462235,-1.0592954078826695,-1.0824617490945903,-0.2625692257574112
2013-03-05,-1.041152058267202,-1.0621807572310678,-1.0403852230556425,-1.0767821801649977,-0.22130524486914974
2013-03-06,-1.0302205869413368,-1.0498973155677431,-1.0170208073354343,-1.046720555545335,-0.21044630253013358
